,title
856,满五唯一，楼层好，位置好，户型正气，总价低
857,誉品大平层4房，拎包即住，有产权车位，看房预约
858,真房源，11年此次房，南北直通，精装修，拎包入住
859,全新精装修+南北通大两房+美丽家园小区+不临马路
860,近1号线+全明三房户型+满五年位置好+配套成熟+采光好
861,精装修拎包入住 位置好 楼层好 满五唯一
862,一楼两房 双天井搭成阳光房，全明户型  不靠马路
863,近地铁电梯房精装修温馨小家 随时看房！
864,世纪公园高区非顶楼景观四房 位置好 南看一览众山小
865,南北双阳台，采光好，房主自住，保养好，南北通透
866,小户型 低总价 精装出售 置换业主诚意出手  等您来
867,富锦路站精装两房，出行方便，刚需小户型
868,烫金地段+三线交汇+婚房装修+南北通大2房+诚意出售
869,有产权车位+3开间朝南+层高3.1米+两梯两户+刷卡入住
870,三房朝南 安静无噪音 自住精装 低税费 带租赁车位
871,海派青城 2室2厅 235万
872,09年次新商品房，南北通，中高楼层，无遮挡
873,马上通地铁咯，客户看过来，精装小户型拎包住税费少
874,满五唯一  高区全明户型！  税费少！近地铁！
875,三轨交通+江桥二甲医院+钥匙房+诚意出售+南北通透
876,长乐路930弄，不错楼层，业主诚售 满2年
877,莘庄地铁中祥哥德堡，低总价大三房，有钥匙
878,链家推荐可以满二交易+从未入住边套户型+比单价比总价
879,康桥、张江、前滩，地铁500米，满五唯一，万科物业
880,带露台，内环内，三轨交，中间楼层，新鲜笋盘
881,次新小区+一楼带双花园+看房有钥匙+满五年唯一
882,店长推荐：内环内一室半+97年房龄+中间楼层
883,近9号线低总价 一梯两户得房率高 边套采光好
884,白玉兰获奖+人车分流小区+户型正+采光好+诚意售
885,店长主推 中城苑新上精装三房 地铁200米 看房随时
886,边套南北通，精装，全明，好位置，难得好房
887,仁恒两房 景观楼层 精装修 带产权车位 户型正气
888,园林小区小高层，高区，一梯两户，近地铁，采光视野好
889,1楼的价格，6楼的采光！无遮挡！自带花园~
890,双南户型，格局好，临河近地铁，交通便利风景好。
891,九里亭核 心地段 商 业配套齐全，交通便利，户型正气
892,【1560万各付】【看东方明珠】两房和客厅并排朝南
893,复兴佳苑+小区中  心位置+三开间朝南+诚意出售
894,香岛三期精装修三房，业主诚意出售。看房随时。
895,业主重新装修+三房朝南户型好+带车位+视野景观好
896,地铁口一房，楼层好位置佳，动迁税少
897,中环边次新小区，金地物业  精装拎包可住 满五年唯一
898,双轨地铁7/13号线+闹中取静+中间楼层+配套齐全
899,全新装修 看房方便  业主诚意 中间楼层
900,西边套，小区公共绿地位置，保养新，价格可谈，近东门
901,满二年，次新小区，品质高环境好，房型正气业主诚心卖
902,楼间距宽，户型好，位置好，无遮挡，精装修保养好
903,明星楼盘，繁华地段，南北精致三房，高区景观房
904,富力桃园方正两房，自带30平花园
905,"满五年，税费少，栋距大,采光好,厅南北通，户型正"
906,精装复式，拎包入住，诚意出售，采光充足，交通便利
907,地铁双轨交汇！3房面积大，高层视野好
908,此房满五唯一，三房两卫，户型正气，位置好
909,新高苑户型方正大三房业主诚心急售，看房随时方便！
910,莘城公寓，南广场3房，户型好诚意出售
911,双南大两房，全明户型，钥匙房看房方便
912,双FIRST，满五唯一税少，地下双层车库停车方便
913,位置好+好楼层+房东诚心出售！
914,此房售后公房无增值税  双南两房 采光较好 配套齐全
915,全明户型，中楼层，此房采光无遮挡，内环内交通便利
916,新出双南两房 一手动迁 满五不唯一 业主诚售
917,世纪大道精装三房 自住的好选择
918,一室户 拎包入住 小区中间位置中间楼层
919,一手动迁电梯房，税费少，近地铁，交通便利
920,一年内精装修，两房朝南，一梯两户，得房率高
921,⭐⭐⭐空中别墅俯瞰陆家嘴，尽享同堂阖家之乐
922,满两年，位置好，业主诚意，南向房
923,十号线两房 非顶楼  少有厅带阳台 精装修 一梯两户
924,花园式小区+双南两房得 fang率 85%+户型正气+采光好
925,13号线地铁  中间楼层  采光好  双南户型
926,中间楼层+小区中排位置+采光好+普通住宅税费少
927,满五唯一 税少 小区靠河前排南北通透，中间适宜楼层
928,热门户型+满五年+产权车位（另售）+带地暖+大金空调
929,本月必卖房源，精装，双轨道交通，南北通透户型
930,前排景观房 品质小区 视野宽阔 采光充足 配套齐全
931,中间户型+正朝南户型+交通便利+配套齐全
932,周浦标杆小区，港企开发，品质楼盘    次新房  急售!
933,品质小区 视野宽阔 采光充足 配套齐全 南北通透户型
934,视野宽阔，房子保养好，买入即可领包入住
935,三林前滩御桥+ 中环边＋ 满五唯一 ＋小区央位好楼层
936,两房一厅  南北  中间楼层 蒙山路 配套成熟
937,"十一号线安亭站上盖,满五年边套南北通有钥匙全毛坯"
938,满五唯一+三轨沿线+双南户型+精装修+复式阁楼
939,品质小区+近地铁+房型好+诚意出售+看房方便！
940,金祥苑1房，满五唯一，总价低，单价低的一套房源
941,临港新片区毛坯大三房格局好采光通透中间楼层
942,品质物业，户型方正，精装修，小三房
943,刚需小户型 精装修 满二年 无增值税 产权清晰
944,装修好，楼层好，家电家具齐全。业主诚心出售！
945,普陀区金莲坊 小区2层全明户型 大两房格局灵活 采光好
946,商品房小区，房东置换急售，方便装修，有钥匙。
947,新上房源 央位南北户型金钻楼层 诚意出售 看房便利
948,三林前滩+有钥匙+花园位置+楼间距大+采光充足+非一楼
949,户型方正   南北朝向   通风采光好   大三房 近地铁
950,新五区，户型合理+楼层好，上下楼不累+无增税，安静
951,大一房 满五唯一 毛坯随意装修
952,TOP房源+业主急售+家具家电全部留+满五唯一+过户交房
953,2013年次新小区，满五年不唯一，嘉怡水岸的一房
954,店长推荐：小三房 ，9号线泗泾站，业主诚心出售！
955,户型正气   电梯适中  交通方便
956,包含车位 湖景高绿化小区  中高楼层  装修好拎包可住
957,南北全明户型，业主诚意出售 一手动迁 九号线
958,内环滨江电梯两房，楼层采光日照视野好。
959,高区景观电梯大两居+交通便利+已购住房 诚意售，钥匙
960,地铁口+售后公房+中间楼层+边套全明
961,满五唯一，中区楼层，视野无遮，有钥匙，呼兰站966米
962,户型通透，无遮挡采光充足，满五唯一，诚意出售。
963,前滩杨思+中环内+中间楼层+满五年+南北户型+诚意出售
964,南北户型，朝南落地阳台，采光充足，拎包入住
965,户型方正 南北通透 附带9平方小房间 看房提前约
966,朝南一室户，近地铁满五不唯一，采光无遮挡
967,动迁房，南北通两房，低楼总价低，采光好，不靠马路！
968,家具已清空，业主急售，带电梯，内环内大三房！大三房
969,看房方便，楼层好位置好，居家装修，全明户型。
970,11号线地铁口小三居 满两年前排高区 安静不靠路
971,（品质小区）（三房朝南）（景观楼层）（附产权车位）
972,闹中取静，全明采光较好，高区看公园，园林小区
973,有车位 精装修 中楼层 单价低 河景房
974,江苏路地铁口双南双阳台，带车位，满五唯一，采光好
975,业主诚心卖，新装修没有住过，拎包入住，看房随时
976,嘉定新城2016次新小区，，中高层视野采光棒，看房方便
977,三开间朝南，高楼层，光照时间长，随时看房
978,产权车位+有钥匙+4/10号线海伦路地铁口，两房朝南！
979,电梯两房，动迁房，总价低，看房方便，满五唯一少税
980,此房高区  保养好 中间楼层，采光充足，配套齐全
981,大宁板块新小区，楼下芷江中路幼儿园，朝南好房
982,满五  位置好，安静宜居，双南户型两房，带花园
983,新海小区 总价z低一套 产权房 楼层好
984,毛坯房，原始户型，从未入住过，景观房，南临河
985,东边套全明，中区楼层，近地铁，近医院，交通便利！
986,地铁站，房屋的采光比较好。带装修
987,2016年次新房，新装修从来没住过，拎包入住人车分流！
988,瀚林世家+朝南一房+高区采光视野无遮挡
989,瑞达苑 2室1厅 565万
990,品质小区 优质物业 满五唯一 刷卡到户 车位充足
991,满五唯一 景观房 家电全留 拎包入住
992,紫叶一房 总价低 近地铁 河景房 近期必卖
993,三林板块 南北通透 户型方正 品质小区
994,精装修复式+满五唯一+近嘉定西+小区环境好+交通便利
995,两房两厅，满五唯一税少，户型正气，电梯房中楼层
996,楼层位置好，前后无遮挡，业主诚意，看房方便。
997,大虹桥+13号线金运路站 精装两房 满五年 看房方便
998,全明户型，精装修，四楼，近地铁，万达，家乐福
999,九月满五唯一 央企正两房，大融城 ，配套好
1000,全南全明房型，户型方正，使用面积多楼层佳采光好
1001,顶楼复式  满五年税费少，随时看房，诚心出售
1002,空中花园，精装修次新房，人车分流，地铁15号线在建
1003,产权满二年，税费低，精装修，领包入住
1004,毛胚三室两厅，商品房，靠地铁，欢迎各位看房
1005,精装两房 双南带天井 户型方正 采光好
1006,居家小三房，位置安静，有钥匙，业主诚意出售
1007,一梯两户，商品房品质小区，物业管理一liu。
1008,南北两房，业主诚意出售，满五唯一，看房方便
1009,精装修 拎包入住 低总价 有车位
1010,淞虹路地铁站，全明小户型，看房有钥匙，随时看房。
1011,信达蓝爵 3室2厅 660万
1012,锦秋花园精装两房，满五唯一，总高六层有电梯，诚售
1013,中楼层 户型正气 税费少 诚意出售
1014,世博观光小区 下叠加 带车库和花园
1015,三林板块＋板式电梯一房＋南北通＋视野采光好
1016,顾村文宝苑少有高层精装壹房，全明有钥匙，诚意出售
1017,婚房精装，楼层好，南北通透，近地铁一号线，看房方便
1018,售后满五唯一+中间楼层+正规三房+教科院+9/12号线
1019,诚售！2楼有钥匙 精装修带墙暖，满五税少
1020,国内资深设计师设计，全新装修，所看即所得
1021,满五唯一+电梯房+楼层好+位置好+位置好+看房有钥匙
1022,地铁嘉定北500米，两梯三户，两房朝南，诚意出售。
1023,总价低，楼层佳，钥匙看房，随时可签！
1024,中间楼层，全明两房一厅，售后公房税费少，价格可谈
1025,满五唯一+双天井+两房朝南+采光很好
1026,三开间朝南，透格局好，交通便利，高品质小区。
1027,梅花苑 2室1厅 513万已下架
1028,三开间朝南，全明户型，开发商统一装修纯新房，楼层好
1029,李嘉诚开发！大三房！房东诚心出售！
1030,南北通双阳台，中间楼层，2卫户型，随时可看房
1031,华润新上大三房，满五年唯一，保养好，有车位
1032,32万精装修+满五年唯一+朝南大花园+看房随时
1033,双南户型  朝东大阳台 毛坯房 有钥匙 方便看
1034,南桥C位地段，2+1三房满五年，随时看房诚心出售
1035,朝南一门关+龙华中路+近正大乐城 绿地缤纷城
1036,徐家汇+南北通两房+户型正气+全明户型+满五唯一有车位
1037,飞机户型，采光好，适合一家人居住
1038,2005年商品房 一梯两户 3楼 这个月就要卖掉
1039,惠康苑 3室1厅 275万
1040,大区主推，电梯两房精装修，位置安静，全明户型
1041,06年电梯顶楼复式，四套房精装拎包入住，带百平露台
1042,内环低总价小两房+南北通全明户型+得房率高诚意出售
1043,面朝花溪路，宜居更宜财!!!视野宽阔，采光充足~
1044,杨思前滩+精装修+税费少+三轨交汇+全明户型
1045,内环小户型，电梯两房，中间楼层，采光充足
1046,解放新村，双南房，中间楼层，户型方正，带电动车棚
1047,四和居委+静安寺地铁站+朝南一室+中楼层
1048,中间楼层，中间位置，双南户型，随时可看
1049,人民广场，安静住宅区里的电梯房，小区安静管理好
1050,西边套，满五唯一，距离地铁400米，精装修
1051,银都新村(1至7区) 3室1厅 375万
1052,近地铁 近公园  朝南大一居 视野开阔 采光充足
1053,满五唯一 双南户型 楼层好装修新虹桥路地铁站300米
1054,房龄1996年+双轨交+诚意出售+满五唯一+看房随时
1055,龙盛49平大一房，全明户型，拎包即住，诚意出售
1056,装修好+楼层佳+位置安静+采光好+满五年唯一房东诚售
1057,售后公房，满五唯一，交通便利，配套齐全
1058,有钥匙 业主诚意出售 随时看房  采光好
1059,精装修温馨小两房，双朝南，环境好，景观楼层采光好
1060,世博家园四街坊 业主诚心卖 近城市生活广场 卜蜂莲花
1061,满五唯一近地铁拎包入住降价20万急售户型整齐
1062,一梯两户，南北通风，13号线下南路站，业主诚意出售
1063,世纪公园 全明地铁电梯两房 诚意出售
1064,飞机户型三房+买进价高 税少 看中价格好谈
1065,有钥匙，随时看，新装修，三室两卫，采光刺眼
1066,金汇花园一街坊 2室2厅 500万
1067,此房满五唯一，业主诚心出售，看房方便
1068,真实房源，真实在售，底价购房，小区好房，居住好房
1069,近6.7地铁，4楼，清流，满五唯一，产权单独无抵押
1070,嘉定新城地铁口 精装婚房，税少，温馨小两居！！
1071,光华绿苑 2室1厅 385万
1072,房龄新双南大两房 单价低！随时看房！
1073,，满五唯一，双南两房，业主置换诚售
1074,店长推荐：售后公房满五唯一，税少，双南采光通风佳
1075,满五唯一+平南分部+12号线+两年内装修=好房子
1076,崮山好房，小区朝正位置，楼层好户型正
1077,户型方正地段好 全明户型中间楼层 只给链家卖
1078,中间楼层，精装修，全明户型，四周无遮挡，采光好
1079,虹德苑 3室2厅 900万
1080,瑞虹新城(一期) 2室2厅 850万
1081,徐汇滨江沿线+近地铁+配套齐全+中楼层总价低一房
1082,汇成三村+  小房型+总价低+出行方便
1083,三林前滩+满五年唯一+精装修+中间楼层
1084,中间楼层，精装两年，买进价高税费少
1085,纪念路494弄 3室2厅 510万
1086,钥匙房。中间楼层。近地铁。精装。位置好小区环境好
1087,虹叶茗园 3室2厅 1320万
1088,松乐苑 3室2厅 350万
1089,真房实价，VR看房，业主诚心出售
1090,虹梅花苑 2室0厅 249万
1091,双朝南采光足！满五唯一！好楼层！
1092,楼层佳，户型正气，随时看房，随时可签
1093,售后公房 精装修 拎包即住 业主诚心出售
1094,视野开阔，交通便利，7号线直达静安寺，物业管理好
1095,三林板块，一梯两户，得房率高，不靠路，精装修两年
1096,满五年唯一 税费少 曲阜路站8、12号线  两室一厅
1097,小户型，总价低，税费少，交通方便。
1098,经典房源 一梯两户一房 满五唯一 精装修 随时可看
1099,内环旁，黄浦江畔电梯两房户型好
1100,只挂链家，钥匙房，看房方便，位置好，安静，人车分流
1101,位置安静，近大门出入方便，南北通户型
1102,一楼带天井+近地铁近六院+看房随时+产权清晰
1103,6-9号线，双南全明格局，小区开阔位置，居中楼层！
1104,轨交旁，低总价！采光好！看房方便
1105,链家 为您推荐小户型  低总价 诚意出售
1106,花园洋房，上海市模范小区，售后公房，满五唯一，钥匙
1107,上隽嘉苑 一室二厅 居家装修 满五年 拎包入住
1108,房子一门关，精装修，2010年房，交通生活便利。
1109,三期的次新房 满两年税费少 南北通透 楼层高 视野好
1110,高区南北2+1  自住装修  二手买进
1111,买进价高税少 双天井 业主自住精装修 配套齐全
1112,现诚意出售价格可谈！陆家嘴滨江朝南电梯两房随时可看
1113,北新泾地铁站正气两居，小区中间，楼层好，产证满五
1114,江苏路愚园路东诸安浜路地段2房边套诚意出售
1115,日式简约风格精装修+中间楼层+两房朝南全明户型
1116,业主诚意出售，看房方便，高楼层视野好
1117,双南全明，优质房源，近地铁，诚意出售
1118,一手动迁，中间花园位置，高楼层，采光好，诚心出售
1119,全南户型、中高层、新小区、泗泾洞泾，近地铁
1120,南北通户型，清水毛坯非底楼，诚意出售随时能看
1121,满五 观澜 全明户型 交通便利
1122,老客户的房子！  看东方明珠，正南方向，诚意出售！
1123,小高层带电梯+全明户型+带地暖带大金空调+一梯两户
1124,店长推荐 一手动迁，免增值税，视野采光好，次顶楼
1125,"户型舒适，一房一厅，15号线沿线，边套全明,看房方便."
1126,12号地铁+中高区电梯+钥匙随时看江南二期精品电梯两房
1127,南北两房，精装修，随时可拎包入住
1128,北美公寓 3室2厅 867万
1129,品质小区，户型正气，精装修，业主诚心出售
1130,江景房，带车位！满五唯一税费少！南北通，诚意出售
1131,华严路58弄 4室2厅 600万
1132,中间楼层复式，南北通透，采光好，小区中间位置
1133,花园小区少有复式三房 全朝南 精装修带地暖随时看
1134,新上3房 中间楼层 中间位置 靠2条地铁 商场林立
1135,满五唯一+大宁公园+视野开阔+港式三房+环境优美
1136,3房朝南，采光好，边套全明，近地铁交通生活都方便
1137,新丰小区 1室1厅 330万
1138,南北通格局，，位置很安静，中间楼层，满五唯一
1139,采菊苑 2室1厅 329万
1140,一门关  总价低  朝西北  采光好  近地铁 好出租
1141,富力虹桥十号 3室2厅 615万
1142,18年精装修—中间楼层—双南两房
1143,一梯两户全明户型，满五唯一税费低
1144,温馨舒适，安静便宜，满五唯一税费低，接受置换
1145,中间楼层，总价低，房子空置，看房都方便
1146,内环内4、12号线户型方正小三房诚意出售看房方便
1147,芙二小区 1室1厅 200万
1148,南北通透楼层好视野开阔通风好带装修
1149,税费少，可以做三加一户型，使用面积能够合理利用
1150,三年前买入六百八 现在急卖 没有增值税和个税
1151,2号线威宁路站+品质小区+单价怡人+诚意出售
1152,人车分流＋花园小区＋高区景观房＋可看东方明珠
1153,电梯两房，南北通，采光充足，装修好
1154,前排江景房，位置不错，采光通风佳，装修保养好！
1155,满五唯一税少，交易安全放心，采光充足，98年原建
1156,小区中间位置，全明户型，税费少
1157,满五唯一，大面积三房，房子整体格局很正气
1158,售后公房满五年唯一！视野开阔无遮挡，有固定车位
1159,中间楼层，正气户型，产权清晰，看房方便
1160,此房二手买进，已经满4年，税费少，精装修，随时入住
1161,内环曹杨路成熟社区，一梯两户超高得房率，中间楼层
1162,二期位置安静 高区景观房 飞机户型 有车位 免个税
1163,一手动迁满五唯一，精装修看房方便。
1164,世茂滨江花园精品一房，位置好，装修佳，必卖！
1165,房东诚心出售楼层好，配套齐全，近地铁站，出入方便。
1166,精装修自住，中楼层不临街，南北通透近地铁，满五唯一
1167,中间阳光楼层 双南二房 14号线地铁口 通风采光好
1168,满五唯一 税费少 位置安静 户型方正 高区采光通风好
1169,南北通+全明户型+小高层+得房率高+1梯2户+花园环簇
1170,双开间大花园，小区位置安静，满五唯一，近地铁1号线
1171,满五唯一，南北通透，诚心置换出售！
1172,佘山下，满五年，税少，视野开阔，看房方便
1173,近地铁+经典2改3户型+精装修自住+全面户型+楼层好
1174,近地铁，位置好，南北通风，带院子
1175,中高区大三房，中间楼层景观视野好，朝西看江无遮挡
1176,店长推荐：附带朝南九米大阳台，精装修，满五唯一。
1177,小区中间位置+楼层好+精装自住+诚意出售+看房提前约
1178,徐教院双南两房，近15号线百色路站，配套齐全
1179,一梯四户+南北两房+客厅带窗户+精装修全明户型
1180,满五唯一，单价低，户型好，出行便利，购物方便
1181,御桥前滩张江+人车分流+满五唯一+南北通风+高层视野好
1182,低总价+楼层好+近商圈+近地铁
1183,售后公房，双南两房，双天井，使用面积大，近地铁
1184,地铁口 两年精装双南两房  带地热 中间层  诚意售
1185,急售！！城南小区 精装两房 大客厅 全明户型 婚房装修
1186,卧室客厅全朝南，满五年唯一 双卫设计 超大花园
1187,品翠苑 南北房 南北客厅厅 属于品翠苑的 满五年
1188,税费低，南北通格局，精装修，附家具家电
1189,小房子，大视野，强采光，坐在家中赏叶开叶落
1190,有房才是高富帅 没房屌丝没人爱 本房在手喜气洋洋
1191,双南全明格局，采光好，业主自住满五年唯一
1192,三期大两房，厅南北直通，飞机户型，看房方便
1193,业主诚售 采光好  南北通 户型正气
1194,虹领公寓大三房，楼层好，近地铁，近商场
1195,全明户型格局好，精装修采光好，二手买进税少，近地铁
1196,福外品质住宅 多轨交汇 配套齐全 工作/生活/学习
1197,业主二手买进，保养好长期定居北京为房屋寻找有缘人
1198,新上房源+景观房+业主诚意+看房方便
1199,近前滩，精装修，人车分流，别墅品质，采光充足
1200,内环内，次新小区，婚房装修，满五唯一，轨交便利
1201,正看小区花园，链家V I P房源，有产权车位，价格另算
1202,合生时代锦苑(公寓) 2室2厅 838万
1203,双开间朝南3房，满五唯一，南北露台，户型通透
1204,三林板块+刚需电梯两房+满五唯一+ 婚房新装修+通风好
1205,近陆家嘴》世纪公园舒适三居》看房方便》价格可谈》
1206,南北通2房+中间楼层+小区第三排位置+满五年
1207,南望西指浦江线，北瞰东流红卫河。毛坯高层三房看金硕
1208,金铭文博 精装婚房  产权清晰 急售 急售   错过不在有
1209,04年正气飞机户型大三房  中间楼层 房东诚信出售
1210,东方花园一期.绿化高.产权清晰.满五唯一.诚意出售
1211,：13号线，满五唯一，格局好，南北通户型，精装修
1212,此房满五唯一，随时可看，带车位，交通便利，配套齐全
1213,笋盘三房，90%得房率，满五唯一，位置好
1214,电梯房带露台+南北通+满五唯一+视野好采光足+地铁口
1215,诚意出售+满五唯一+精装修20多万+万达商圈+近13号地铁已下架
1216,金桂苑 类板式大三房 地铁12号线旁 视野开阔 单价低
1217,次新小区， 精装修， 三房户型好， 总价低， 满五年
1218,御桥张江前滩，满五唯一，精装地暖，全明户型。
1219,此房满五年唯一，自住保养好，配套成熟诚意出售
1220,低楼层，精装两房，业主诚心出售
1221,豪都 一楼带院子 价格实惠 豪都是美丽家园小区
1222,必看好房！满五唯一 精装修中楼层 南北两房通风好
1223,满五唯一 南北通  精装修 拎包入住
1224,四期小高层，精装修三房，位置佳
1225,融创二期，中间楼层，看房方便，房东诚意出售
1226,12号线虹漕路站口，新房龄2015年，税费少，个税1%
1227,满五唯一 户型方正 自住装修 诚意出售 看房方便
1228,"错层大两房，动静分离，采光充足,业主诚意出售"
1229,小区仅两栋 3米5面宽  80得房率  满五  小高层近水景
1230,开发商精装修+电梯高区+3房朝南+全明户型+次新房小区
1231,新上！小区中间/ 04年商品房/一梯一户/低区房源
1232,南北两房，全明户型， 视野开阔，采光全天无遮档
1233,三南+双阳台+动迁房少税费 位置安静 地铁步行方便
1234,中大南北通正三房，带车位，大金空调，临别墅视野开阔
1235,满五唯一，诚意出售，价格可谈，房型好看房方便
1236,满5唯一没有个税 楼层好 采光好 产权清晰
1237,杨思前滩+南江苑三房朝南+位置好+看房方便
1238,满五唯一，南北户型，楼层好，价格低，房东诚心卖
1239,西边套带天井 居家装修 采光充足 全明户型 交通便利.
1240,普陀一梯两户双南双阳台两房 非顶楼采光好 寻有缘人
1241,聚丰景都三房，业主诚意出售，交通便捷
1242,世博家园八街坊+电梯高层原始三房
1243,金沙雅苑南北通透两房+50W精装+满五唯一
1244,用心选房，中间楼层的双南两房，五年不唯一，诚意卖
1245,别墅品质社区 经典两房大阳台 看房方便
1246,满五唯一 电梯高楼层 南北通 有车位 独。家委托
1247,小区环境好，视野开阔，配套设施齐生活居住的选择。
1248,阳光翠庭 1室2厅 270万
1249,地铁900米小区中间位置中间楼层中城苑南北房型带装修
1250,满五二房 近翼生活 +沃尔玛 +万达电影院+医院
1251,电梯房 70年产权住宅 500万精装修 独y无二地铁口房
1252,电梯两房，采光很棒，近地铁，低楼层
1253,厨卫全明，南北通风，楼层好，视野宽阔，采光好
1254,满五唯一 双南两房 采光好 近地铁  诚意出售
1255,品质嘉御庭旁-出门即是超市-全明户型-采光好-随时看房
1256,近地铁小两房一门关 业主急售看房方便
1257,陆家嘴滨江边，教授福利分房，一梯两户，干净清爽
1258,店长推荐：满五唯一 全明户型 诚意出售 看房随时
1259,满五唯一，低楼层低总价，小户型，配套成熟近地铁
1260,全屋地暖 精装修 拎包入住 满5唯一税费少 人车分流
1261,毛坯中高楼层，一室一厅房型整齐，前无遮挡诚心出售
1262,婚房装修，拎包入住，满五唯一，无个税，进出小区方便
1263,70年产权小户型 满五唯一 税费少 可直接拎包入住
1264,嘉华苑地铁580米，多层三楼，满五唯一
1265,楼层低，装修好，业主诚意出售。
1266,小区环境好居住舒适，高楼层，采光通风好，户型房正
1267,耀江两房+双卫户型+全南中庭景观+满五V一+看房方便
1268,桥一小区 2室1厅 436万
1269,此房买进价高！税费低！带20平花园！业主诚意出售！
1270,梓树园小白楼，三开间朝南，满五唯一，业主诚售
1271,一手动迁  满五唯一   经典大C户型  近地铁 诚意售
1272,小区里就有闵行区公立一级幼儿园-佳佳幼儿园
1273,《南北两房》《一梯三户 》《近地铁》《配套齐全》
1274,南北户型，普宅，小区位置不靠马路，总价低，诚意出售
1275,高区看体馆   +  满五唯一  +  看房方便
1276,蔚蓝城市单号采光没有遮挡 精装修的两房
